timestamp,response_time,defense_type,period,effectiveness,description
343.32,71.83628659862782,rate_limiting,normal,0.85,Request rate limiting per client
343.38,60.78447791394195,rate_limiting,normal,0.85,Request rate limiting per client
343.44,50.9842952690879,rate_limiting,normal,0.85,Request rate limiting per client
343.5,59.442003090595584,rate_limiting,normal,0.85,Request rate limiting per client
343.56,55.99344868118784,rate_limiting,normal,0.85,Request rate limiting per client
343.62,58.68267039522039,rate_limiting,normal,0.85,Request rate limiting per client
343.68,60.52818930789935,rate_limiting,normal,0.85,Request rate limiting per client
343.74,46.15341677872384,rate_limiting,normal,0.85,Request rate limiting per client
343.8,49.65593003834739,rate_limiting,normal,0.85,Request rate limiting per client
343.86,62.09876313681867,rate_limiting,normal,0.85,Request rate limiting per client
343.91999999999996,56.88348241477619,rate_limiting,normal,0.85,Request rate limiting per client
343.97999999999996,46.00789459630593,rate_limiting,normal,0.85,Request rate limiting per client
344.03999999999996,53.351830751873656,rate_limiting,normal,0.85,Request rate limiting per client
344.09999999999997,52.31326400182314,rate_limiting,normal,0.85,Request rate limiting per client
344.15999999999997,65.40521445235309,rate_limiting,normal,0.85,Request rate limiting per client
344.21999999999997,46.08044203873085,rate_limiting,normal,0.85,Request rate limiting per client
344.28,36.764339157230175,rate_limiting,normal,0.85,Request rate limiting per client
344.34,49.06456911572407,rate_limiting,normal,0.85,Request rate limiting per client
344.4,60.305773530963855,rate_limiting,normal,0.85,Request rate limiting per client
344.46,69.5279799405362,rate_limiting,normal,0.85,Request rate limiting per client
344.52,46.09717266588464,rate_limiting,normal,0.85,Request rate limiting per client
344.58,59.191098623423294,rate_limiting,normal,0.85,Request rate limiting per client
344.64,64.38078682535863,rate_limiting,normal,0.85,Request rate limiting per client
344.7,62.3033880166603,rate_limiting,normal,0.85,Request rate limiting per client
344.76,43.454151524831204,rate_limiting,normal,0.85,Request rate limiting per client
344.82,52.47842876251266,rate_limiting,normal,0.85,Request rate limiting per client
344.88,41.05578577566403,rate_limiting,normal,0.85,Request rate limiting per client
344.94,77.07346888692672,rate_limiting,normal,0.85,Request rate limiting per client
345.0,37.47104211338267,rate_limiting,normal,0.85,Request rate limiting per client
345.06,63.27420517420728,rate_limiting,normal,0.85,Request rate limiting per client
345.12,58.229890089513205,rate_limiting,normal,0.85,Request rate limiting per client
345.18,39.03112487062935,rate_limiting,normal,0.85,Request rate limiting per client
345.24,55.020933794035024,rate_limiting,normal,0.85,Request rate limiting per client
345.3,40.26934501563098,rate_limiting,normal,0.85,Request rate limiting per client
345.36,59.8623192230386,rate_limiting,normal,0.85,Request rate limiting per client
345.41999999999996,59.109908704923015,rate_limiting,normal,0.85,Request rate limiting per client
345.47999999999996,81.79171153043163,rate_limiting,normal,0.85,Request rate limiting per client
345.53999999999996,54.68518381405157,rate_limiting,normal,0.85,Request rate limiting per client
345.59999999999997,50.96771093692145,rate_limiting,normal,0.85,Request rate limiting per client
345.65999999999997,58.23522646065574,rate_limiting,normal,0.85,Request rate limiting per client
345.71999999999997,51.238924918038244,rate_limiting,normal,0.85,Request rate limiting per client
345.78,34.94728895194466,rate_limiting,normal,0.85,Request rate limiting per client
345.84,54.751957753677694,rate_limiting,normal,0.85,Request rate limiting per client
345.9,30.815404123136368,rate_limiting,normal,0.85,Request rate limiting per client
345.96,44.29213001940656,rate_limiting,normal,0.85,Request rate limiting per client
346.02,61.50189098503053,rate_limiting,normal,0.85,Request rate limiting per client
346.08,74.79067826771968,rate_limiting,normal,0.85,Request rate limiting per client
346.14,55.59177952014847,rate_limiting,normal,0.85,Request rate limiting per client
346.2,82.00386055757431,rate_limiting,normal,0.85,Request rate limiting per client
346.26,61.705536122473916,rate_limiting,normal,0.85,Request rate limiting per client
346.32,55.71549322549225,rate_limiting,normal,0.85,Request rate limiting per client
346.38,60.19727981445945,rate_limiting,normal,0.85,Request rate limiting per client
346.44,62.84729284057048,rate_limiting,normal,0.85,Request rate limiting per client
346.5,63.13637946225573,rate_limiting,normal,0.85,Request rate limiting per client
346.56,64.15807747751278,rate_limiting,normal,0.85,Request rate limiting per client
346.62,53.79032343699272,rate_limiting,normal,0.85,Request rate limiting per client
346.68,83.8666813431783,rate_limiting,normal,0.85,Request rate limiting per client
346.74,68.96700862132914,rate_limiting,normal,0.85,Request rate limiting per client
346.8,55.908312589934226,rate_limiting,normal,0.85,Request rate limiting per client
346.86,44.90809236310473,rate_limiting,normal,0.85,Request rate limiting per client
346.91999999999996,51.0264934577665,rate_limiting,normal,0.85,Request rate limiting per client
346.97999999999996,60.981386891209105,rate_limiting,normal,0.85,Request rate limiting per client
347.03999999999996,62.00483954823406,rate_limiting,normal,0.85,Request rate limiting per client
347.09999999999997,70.40764625078327,rate_limiting,normal,0.85,Request rate limiting per client
347.15999999999997,59.37600041245344,rate_limiting,normal,0.85,Request rate limiting per client
347.21999999999997,76.04406145272984,rate_limiting,normal,0.85,Request rate limiting per client
347.28,68.99456361439462,rate_limiting,normal,0.85,Request rate limiting per client
347.34,51.1218498284882,rate_limiting,normal,0.85,Request rate limiting per client
347.4,39.37138809046594,rate_limiting,normal,0.85,Request rate limiting per client
347.46,64.20571018602703,rate_limiting,normal,0.85,Request rate limiting per client
347.52,56.11635318609825,rate_limiting,normal,0.85,Request rate limiting per client
347.58,59.390440379198964,rate_limiting,normal,0.85,Request rate limiting per client
347.64,61.876616045575425,rate_limiting,normal,0.85,Request rate limiting per client
347.7,63.38655964060079,rate_limiting,normal,0.85,Request rate limiting per client
347.76,65.5309872610827,rate_limiting,normal,0.85,Request rate limiting per client
347.82,57.44809126718236,rate_limiting,normal,0.85,Request rate limiting per client
347.88,52.744410866911544,rate_limiting,normal,0.85,Request rate limiting per client
347.94,54.54942344447154,rate_limiting,normal,0.85,Request rate limiting per client
348.0,55.91059330881926,rate_limiting,normal,0.85,Request rate limiting per client
348.06,46.160408464075005,rate_limiting,normal,0.85,Request rate limiting per client
348.12,57.62439537495227,rate_limiting,normal,0.85,Request rate limiting per client
348.18,31.431121744342768,rate_limiting,normal,0.85,Request rate limiting per client
348.24,49.23603137558449,rate_limiting,normal,0.85,Request rate limiting per client
348.3,62.02056282536157,rate_limiting,normal,0.85,Request rate limiting per client
348.36,55.68991922031227,rate_limiting,normal,0.85,Request rate limiting per client
348.41999999999996,46.53138716667955,rate_limiting,normal,0.85,Request rate limiting per client
348.47999999999996,49.014483595701385,rate_limiting,normal,0.85,Request rate limiting per client
348.53999999999996,47.86511539997815,rate_limiting,normal,0.85,Request rate limiting per client
348.59999999999997,42.21894886826625,rate_limiting,normal,0.85,Request rate limiting per client
348.65999999999997,41.54799309908998,rate_limiting,normal,0.85,Request rate limiting per client
348.71999999999997,52.47595554773531,rate_limiting,normal,0.85,Request rate limiting per client
348.78,67.14240608348119,rate_limiting,normal,0.85,Request rate limiting per client
348.84,69.4779750767484,rate_limiting,normal,0.85,Request rate limiting per client
348.9,77.23189698524268,rate_limiting,normal,0.85,Request rate limiting per client
348.96,39.77253692693346,rate_limiting,normal,0.85,Request rate limiting per client
349.02,29.471616250515925,rate_limiting,normal,0.85,Request rate limiting per client
349.08,53.69912973524165,rate_limiting,normal,0.85,Request rate limiting per client
349.14,65.40737311860379,rate_limiting,normal,0.85,Request rate limiting per client
349.2,61.07939011825198,rate_limiting,normal,0.85,Request rate limiting per client
349.26,43.56931167415466,rate_limiting,normal,0.85,Request rate limiting per client
349.32,46.20943611328292,rate_limiting,normal,0.85,Request rate limiting per client
349.38,59.53465768089343,rate_limiting,normal,0.85,Request rate limiting per client
349.44,43.18351446063035,rate_limiting,normal,0.85,Request rate limiting per client
349.5,56.634068405790934,rate_limiting,normal,0.85,Request rate limiting per client
349.56,65.8873404323188,rate_limiting,normal,0.85,Request rate limiting per client
349.62,71.5629580226793,rate_limiting,normal,0.85,Request rate limiting per client
349.68,54.21410159526027,rate_limiting,normal,0.85,Request rate limiting per client
349.74,45.846069800427756,rate_limiting,normal,0.85,Request rate limiting per client
349.8,69.38336374892904,rate_limiting,normal,0.85,Request rate limiting per client
349.86,28.689738290870668,rate_limiting,normal,0.85,Request rate limiting per client
349.91999999999996,77.06908382719432,rate_limiting,normal,0.85,Request rate limiting per client
349.97999999999996,68.65152094116294,rate_limiting,normal,0.85,Request rate limiting per client
350.03999999999996,49.23882174569994,rate_limiting,normal,0.85,Request rate limiting per client
350.09999999999997,42.64417872919657,rate_limiting,normal,0.85,Request rate limiting per client
350.15999999999997,10.0,rate_limiting,normal,0.85,Request rate limiting per client
350.21999999999997,39.37427891787689,rate_limiting,normal,0.85,Request rate limiting per client
350.28,46.043268968836465,rate_limiting,normal,0.85,Request rate limiting per client
350.34,59.237910044368455,rate_limiting,normal,0.85,Request rate limiting per client
350.4,57.849886105483904,rate_limiting,normal,0.85,Request rate limiting per client
350.46,46.34180552282129,rate_limiting,normal,0.85,Request rate limiting per client
350.52,61.31060640086675,rate_limiting,normal,0.85,Request rate limiting per client
350.58,45.02203257927529,rate_limiting,normal,0.85,Request rate limiting per client
350.64,63.28784321578342,rate_limiting,normal,0.85,Request rate limiting per client
350.7,66.52043944613754,rate_limiting,normal,0.85,Request rate limiting per client
350.76,61.19667709275797,rate_limiting,normal,0.85,Request rate limiting per client
350.82,30.643941474980124,rate_limiting,normal,0.85,Request rate limiting per client
350.88,49.759051729196486,rate_limiting,normal,0.85,Request rate limiting per client
350.94,83.0131666418597,rate_limiting,normal,0.85,Request rate limiting per client
351.0,70.48495830026245,rate_limiting,normal,0.85,Request rate limiting per client
351.06,47.59676461957498,rate_limiting,normal,0.85,Request rate limiting per client
351.12,46.67294198682942,rate_limiting,normal,0.85,Request rate limiting per client
351.18,56.48810387132797,rate_limiting,normal,0.85,Request rate limiting per client
351.24,54.98748208580742,rate_limiting,normal,0.85,Request rate limiting per client
351.3,52.62696670321635,rate_limiting,normal,0.85,Request rate limiting per client
351.36,66.97222246608496,rate_limiting,normal,0.85,Request rate limiting per client
351.41999999999996,54.74036189769042,rate_limiting,normal,0.85,Request rate limiting per client
351.47999999999996,73.62956992324736,rate_limiting,normal,0.85,Request rate limiting per client
351.53999999999996,48.577985952994545,rate_limiting,normal,0.85,Request rate limiting per client
351.59999999999997,42.839825294186994,rate_limiting,normal,0.85,Request rate limiting per client
351.65999999999997,38.44584648212378,rate_limiting,normal,0.85,Request rate limiting per client
351.71999999999997,41.840253596010854,rate_limiting,normal,0.85,Request rate limiting per client
351.78,64.97261261934342,rate_limiting,normal,0.85,Request rate limiting per client
351.84,55.87046969802199,rate_limiting,normal,0.85,Request rate limiting per client
351.9,50.26449799098318,rate_limiting,normal,0.85,Request rate limiting per client
351.96,54.71459656863252,rate_limiting,normal,0.85,Request rate limiting per client
352.02,41.94479932659112,rate_limiting,normal,0.85,Request rate limiting per client
352.08,55.29229123740714,rate_limiting,normal,0.85,Request rate limiting per client
352.14,52.25943079226791,rate_limiting,normal,0.85,Request rate limiting per client
352.2,62.84616278371029,rate_limiting,normal,0.85,Request rate limiting per client
352.26,51.071152089924574,rate_limiting,normal,0.85,Request rate limiting per client
352.32,48.30371111760286,rate_limiting,normal,0.85,Request rate limiting per client
352.38,65.75565835739994,rate_limiting,normal,0.85,Request rate limiting per client
352.44,40.52833915986178,rate_limiting,normal,0.85,Request rate limiting per client
352.5,66.4787477434574,rate_limiting,normal,0.85,Request rate limiting per client
352.56,35.02460102165907,rate_limiting,normal,0.85,Request rate limiting per client
352.62,43.81228058386262,rate_limiting,normal,0.85,Request rate limiting per client
352.68,68.82682111689604,rate_limiting,normal,0.85,Request rate limiting per client
352.74,61.11643183764239,rate_limiting,normal,0.85,Request rate limiting per client
352.8,53.4566880327956,rate_limiting,normal,0.85,Request rate limiting per client
352.86,69.50344114755245,rate_limiting,normal,0.85,Request rate limiting per client
352.91999999999996,66.0778606506031,rate_limiting,normal,0.85,Request rate limiting per client
352.97999999999996,57.91171274050887,rate_limiting,normal,0.85,Request rate limiting per client
353.03999999999996,60.069442723904665,rate_limiting,normal,0.85,Request rate limiting per client
353.09999999999997,54.03778131811845,rate_limiting,normal,0.85,Request rate limiting per client
353.15999999999997,47.33578079498742,rate_limiting,normal,0.85,Request rate limiting per client
353.21999999999997,62.522135550826825,rate_limiting,normal,0.85,Request rate limiting per client
353.28,59.34541503470291,rate_limiting,normal,0.85,Request rate limiting per client
353.34,53.195525799749156,rate_limiting,normal,0.85,Request rate limiting per client
353.4,57.42012444006555,rate_limiting,normal,0.85,Request rate limiting per client
353.46,84.72965326840479,rate_limiting,normal,0.85,Request rate limiting per client
353.52,31.31856646548596,rate_limiting,normal,0.85,Request rate limiting per client
353.58,48.93878395256193,rate_limiting,normal,0.85,Request rate limiting per client
353.64,66.33754166569882,rate_limiting,normal,0.85,Request rate limiting per client
353.7,44.16461206057987,rate_limiting,normal,0.85,Request rate limiting per client
353.76,70.35349855207153,rate_limiting,normal,0.85,Request rate limiting per client
353.82,52.756417080608685,rate_limiting,normal,0.85,Request rate limiting per client
353.88,47.824530532999475,rate_limiting,normal,0.85,Request rate limiting per client
353.94,56.95468983678149,rate_limiting,normal,0.85,Request rate limiting per client
354.0,61.76338690793318,rate_limiting,normal,0.85,Request rate limiting per client
354.06,44.54132959502978,rate_limiting,normal,0.85,Request rate limiting per client
354.12,63.37675165976505,rate_limiting,normal,0.85,Request rate limiting per client
354.18,57.57625419588845,rate_limiting,normal,0.85,Request rate limiting per client
354.24,60.350727606706585,rate_limiting,normal,0.85,Request rate limiting per client
354.3,59.42436474127442,rate_limiting,normal,0.85,Request rate limiting per client
354.36,35.362966199329094,rate_limiting,normal,0.85,Request rate limiting per client
354.41999999999996,49.56094571246679,rate_limiting,normal,0.85,Request rate limiting per client
354.47999999999996,44.95192404711799,rate_limiting,normal,0.85,Request rate limiting per client
354.53999999999996,44.70924323502648,rate_limiting,normal,0.85,Request rate limiting per client
354.59999999999997,64.33637070246907,rate_limiting,normal,0.85,Request rate limiting per client
354.65999999999997,58.67193077337676,rate_limiting,normal,0.85,Request rate limiting per client
354.71999999999997,51.86449354874699,rate_limiting,normal,0.85,Request rate limiting per client
354.78,49.00823591900492,rate_limiting,normal,0.85,Request rate limiting per client
354.84,50.06329156346071,rate_limiting,normal,0.85,Request rate limiting per client
354.9,77.49466173117821,rate_limiting,normal,0.85,Request rate limiting per client
354.96,56.85404994775192,rate_limiting,normal,0.85,Request rate limiting per client
355.02,53.929584923360686,rate_limiting,normal,0.85,Request rate limiting per client
355.08,53.762268401011134,rate_limiting,normal,0.85,Request rate limiting per client
355.14,62.89044268127526,rate_limiting,normal,0.85,Request rate limiting per client
355.2,47.28762031302484,rate_limiting,normal,0.85,Request rate limiting per client
355.26,60.17376746192166,rate_limiting,normal,0.85,Request rate limiting per client
355.32,41.74403056008934,rate_limiting,normal,0.85,Request rate limiting per client
355.38,64.4620171476802,rate_limiting,normal,0.85,Request rate limiting per client
355.44,42.76966683924355,rate_limiting,normal,0.85,Request rate limiting per client
355.5,43.44062124410132,rate_limiting,normal,0.85,Request rate limiting per client
355.56,60.00973280273286,rate_limiting,normal,0.85,Request rate limiting per client
355.62,61.67309574036803,rate_limiting,normal,0.85,Request rate limiting per client
355.68,35.90085255263646,rate_limiting,normal,0.85,Request rate limiting per client
355.74,49.49096530397614,rate_limiting,normal,0.85,Request rate limiting per client
355.8,61.51878488516951,rate_limiting,normal,0.85,Request rate limiting per client
355.86,58.02447341661626,rate_limiting,normal,0.85,Request rate limiting per client
355.91999999999996,48.39461612033634,rate_limiting,normal,0.85,Request rate limiting per client
355.97999999999996,47.55189610862055,rate_limiting,normal,0.85,Request rate limiting per client
356.03999999999996,42.1525880498714,rate_limiting,normal,0.85,Request rate limiting per client
356.09999999999997,47.13354886722054,rate_limiting,normal,0.85,Request rate limiting per client
356.15999999999997,77.7963998184851,rate_limiting,normal,0.85,Request rate limiting per client
356.21999999999997,45.43808826386831,rate_limiting,normal,0.85,Request rate limiting per client
356.28,47.64229526461759,rate_limiting,normal,0.85,Request rate limiting per client
356.34,54.24399625903339,rate_limiting,normal,0.85,Request rate limiting per client
356.4,45.733421973851065,rate_limiting,normal,0.85,Request rate limiting per client
356.46,34.847895504767095,rate_limiting,normal,0.85,Request rate limiting per client
356.52,49.88931158157996,rate_limiting,normal,0.85,Request rate limiting per client
356.58,59.93203000499146,rate_limiting,normal,0.85,Request rate limiting per client
356.64,41.95624391284839,rate_limiting,normal,0.85,Request rate limiting per client
356.7,46.373839427391886,rate_limiting,normal,0.85,Request rate limiting per client
356.76,68.33853724814395,rate_limiting,normal,0.85,Request rate limiting per client
356.82,43.52528174932448,rate_limiting,normal,0.85,Request rate limiting per client
356.88,59.98468964125716,rate_limiting,normal,0.85,Request rate limiting per client
356.94,44.13801260424548,rate_limiting,normal,0.85,Request rate limiting per client
357.0,40.345236111338835,rate_limiting,normal,0.85,Request rate limiting per client
357.06,58.26455137804031,rate_limiting,normal,0.85,Request rate limiting per client
357.12,64.52246359685043,rate_limiting,normal,0.85,Request rate limiting per client
357.18,58.70304431782332,rate_limiting,normal,0.85,Request rate limiting per client
357.24,52.87074692296323,rate_limiting,normal,0.85,Request rate limiting per client
357.3,49.966488700380474,rate_limiting,normal,0.85,Request rate limiting per client
357.36,58.635207025940964,rate_limiting,normal,0.85,Request rate limiting per client
357.41999999999996,62.44235904914457,rate_limiting,normal,0.85,Request rate limiting per client
357.47999999999996,43.091598492892096,rate_limiting,normal,0.85,Request rate limiting per client
357.53999999999996,59.603251251752226,rate_limiting,normal,0.85,Request rate limiting per client
357.59999999999997,78.99133538046661,rate_limiting,normal,0.85,Request rate limiting per client
357.65999999999997,45.625172372157095,rate_limiting,normal,0.85,Request rate limiting per client
357.71999999999997,59.13508427575323,rate_limiting,normal,0.85,Request rate limiting per client
357.78,71.5570949269893,rate_limiting,normal,0.85,Request rate limiting per client
357.84,64.69079735743999,rate_limiting,normal,0.85,Request rate limiting per client
357.9,49.495616825950606,rate_limiting,normal,0.85,Request rate limiting per client
357.96,31.36083244510818,rate_limiting,normal,0.85,Request rate limiting per client
358.02,63.8282697265084,rate_limiting,normal,0.85,Request rate limiting per client
358.08,71.00387835069607,rate_limiting,normal,0.85,Request rate limiting per client
358.14,76.54730543659619,rate_limiting,normal,0.85,Request rate limiting per client
358.2,43.546899770902975,rate_limiting,normal,0.85,Request rate limiting per client
358.26,64.05765521713847,rate_limiting,normal,0.85,Request rate limiting per client
358.32,66.81663601597617,rate_limiting,normal,0.85,Request rate limiting per client
358.38,58.483304250052,rate_limiting,normal,0.85,Request rate limiting per client
358.44,49.31595850332315,rate_limiting,normal,0.85,Request rate limiting per client
358.5,61.37714029841926,rate_limiting,normal,0.85,Request rate limiting per client
358.56,36.11729006879726,rate_limiting,normal,0.85,Request rate limiting per client
358.62,56.60824019417727,rate_limiting,normal,0.85,Request rate limiting per client
358.68,68.09607525344218,rate_limiting,normal,0.85,Request rate limiting per client
358.74,64.07632693591705,rate_limiting,normal,0.85,Request rate limiting per client
358.8,47.38435882010138,rate_limiting,normal,0.85,Request rate limiting per client
358.86,53.46143382309019,rate_limiting,normal,0.85,Request rate limiting per client
358.91999999999996,64.19242791895465,rate_limiting,normal,0.85,Request rate limiting per client
358.97999999999996,51.00107191795689,rate_limiting,normal,0.85,Request rate limiting per client
359.03999999999996,49.847418442676386,rate_limiting,normal,0.85,Request rate limiting per client
359.09999999999997,49.32232979096515,rate_limiting,normal,0.85,Request rate limiting per client
359.15999999999997,63.613799611376926,rate_limiting,normal,0.85,Request rate limiting per client
359.21999999999997,62.60774021089284,rate_limiting,normal,0.85,Request rate limiting per client
359.28,82.85841896152874,rate_limiting,normal,0.85,Request rate limiting per client
359.34,57.40018505657922,rate_limiting,normal,0.85,Request rate limiting per client
359.4,43.31290716512212,rate_limiting,normal,0.85,Request rate limiting per client
359.46,72.46183381523555,rate_limiting,normal,0.85,Request rate limiting per client
359.52,67.15146530082714,rate_limiting,normal,0.85,Request rate limiting per client
359.58,50.44727910690549,rate_limiting,normal,0.85,Request rate limiting per client
359.64,83.84505262655183,rate_limiting,normal,0.85,Request rate limiting per client
359.7,59.66255260663711,rate_limiting,normal,0.85,Request rate limiting per client
359.76,63.98547175243263,rate_limiting,normal,0.85,Request rate limiting per client
359.82,42.6228477282749,rate_limiting,normal,0.85,Request rate limiting per client
359.88,34.00533318064481,rate_limiting,normal,0.85,Request rate limiting per client
359.94,40.1378603970205,rate_limiting,normal,0.85,Request rate limiting per client
360.0,723.723481123876,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.06,752.8678126378311,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.12,645.5567398253384,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.18,949.3666119926148,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.24,900.2053521822436,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.3,686.3893042587961,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.36,966.8031464715364,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.41999999999996,1047.7335182346744,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.47999999999996,660.3536816164141,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.53999999999996,845.172518484006,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.59999999999997,910.678396414065,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.65999999999997,957.2023328163623,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.71999999999997,751.4717934129987,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.78,634.7337288422829,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.84,928.962180391109,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.9,929.9846355655634,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
360.96,1046.4438723759588,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.02,714.622826603289,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.08,777.0713547873318,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.14,1015.3841900814862,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.2,905.2861816757827,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.26,718.0590025063284,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.32,1037.0306458698449,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.38,800.8020499949434,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.44,831.0653741128201,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.5,887.7056874507647,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.56,831.6123653901706,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.62,700.3904619932507,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.68,911.2819199922236,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.74,578.8600714151049,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.8,801.9641681466785,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.86,943.1292852226364,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.91999999999996,934.2416364793213,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
361.97999999999996,680.4211932341854,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.03999999999996,659.8123069831513,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.09999999999997,699.4521072900817,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.15999999999997,796.7296291922705,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.21999999999997,791.0612653186498,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.28,733.5778827695024,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.34,892.1151089198313,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.4,1032.326974865872,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.46,959.5465907747525,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.52,874.1026996050806,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.58,812.700667642034,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.64,900.6209111748516,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.7,905.1391140534115,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.76,679.0534695786171,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.82,635.880742142061,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.88,1148.8665045903583,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
362.94,774.6633430750938,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.0,764.8017044907076,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.06,982.8300903340651,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.12,854.9976579530281,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.18,608.0809133188696,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.24,740.1069241524792,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.3,670.1356063583384,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.36,668.2610150905115,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.41999999999996,810.6362850855489,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.47999999999996,1139.2118115267158,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.53999999999996,1147.3741510064863,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.59999999999997,860.8003991549141,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.65999999999997,985.5285865702813,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.71999999999997,908.0655965995365,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.78,916.1080702673623,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.84,781.875771253423,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.9,697.2749777489768,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
363.96,676.3264421477888,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.02,810.1967109781898,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.08,810.5414518818154,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.14,834.7257574654183,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.2,764.2253900519947,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.26,881.9497977246107,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.32,598.6711985501616,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.38,795.522779739827,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.44,693.031400274723,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.5,557.4387556417735,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.56,1077.5032026128463,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.62,765.5363225480562,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.68,783.7758159438621,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.74,580.6555937399697,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.8,820.0127650104095,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.86,828.6652109355975,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.91999999999996,765.1237337231121,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
364.97999999999996,712.9457073037061,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
365.03999999999996,831.4942035198405,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
365.09999999999997,628.8413048426022,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
365.15999999999997,552.1798256595933,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
365.21999999999997,941.6123915882708,rate_limiting,attack_no_defense,0.85,Request rate limiting per client
